5313,2182325.393,5981208.211,12.842,COL COR
5314,2182325.685,5981207.323,12.477,COL COR BLDG LINE
5315,2182351.798,5981216.397,12.976,COL COR
5316,2182352.693,5981216.581,12.101,COL COR
5317,2182352.942,5981215.722,12.136,BLDG COR COL COR
5318,2182353.142,5981215.535,12.097,EL RISERS
5319,2182357.267,5981217.428,12.844,EL RISER
5320,2182354.546,5981217.915,12.131,SDAD 0.75X0.75
5321,2182352.652,5981216.727,13.459,TFW WOOD RET END
5322,2182352.24,5981218.088,13.486,TFW WOOD RET
5323,2182355.948,5981219.482,13.482,TFW WOOD RET
5324,2182356.606,5981217.084,13.44,TFW WOOD RET END
5325,2182356.763,5981217.526,12.87,EL SLAB
5326,2182357.722,5981214.187,12.866,EL SLAB
5327,2182363.776,5981219.75,12.797,EL SLAB
5328,2182364.623,5981216.676,12.774,EL SLAB
5329,2182356.268,5981220.035,12.975,GR
5330,2182351.335,5981218.492,13.139,GR
5331,2182401.066,5981230.618,12.677,"6"" TREE"
5332,2182390.366,5981230.519,12.953,"6"" TREE"
5333,2182379.753,5981226.927,12.85,"2"" TREE"
5334,2182372.597,5981223.472,13,"2"" TREE"
5335,2182364.229,5981220.984,12.84,"2"" TREE"
5336,2182353.117,5981225.12,13.952,"2"" TREE"
5337,2182369.025,5981238.259,13.946,"22"" MAG"
5338,2182342.452,5981221.817,13.619,"7"" TREE"
5339,2182328.299,5981218.268,13.746,"6"" TREE"
5340,2182318.741,5981225.988,13.919,ICV
5341,2182314.048,5981216.077,13.724,GR
5342,2182304.369,5981199.286,13.677,CONC
5343,2182299.008,5981198.003,13.741,ECONC
5344,2182295.317,5981196.75,13.739,ECONC
5345,2182297.754,5981201.825,13.805,ECONC
5346,2182293.943,5981200.633,13.799,ECONC
5347,2182296.168,5981200.534,13.635,"2"" TREE"
5348,2182291.333,5981212.968,14.045,CONC
5349,2182298.717,5981214.851,13.887,CONC
5350,2182291.768,5981220.725,14.146,ECONC
5351,2182287.927,5981219.557,14.25,ECONC
5352,2182290.509,5981224.722,14.186,ECONC
5353,2182286.687,5981223.512,14.262,ECONC
5354,2182289.124,5981222.597,14.091,"2"" TREE"
5355,2182283.453,5981233.263,14.501,CONC
5356,2182292.542,5981236.181,14.375,CONC
5357,2182299.57,5981238.307,14.547,ECONC
5358,2182297.933,5981243.689,14.538,ECONC
5359,2182295.752,5981250.961,14.161,ECONC LIP
5360,2182294.229,5981248.396,14.315,CONC
5361,2182291.42,5981249.555,14.207,CONC
5362,2182284.104,5981248.512,14.365,CONC
5363,2182278.26,5981246.703,14.562,CONC
5364,2182278.155,5981246.997,15.063,TC
5365,2182277.85,5981247.814,14.297,GR
5366,2182285.41,5981249.224,14.833,TC
5367,2182269.285,5981243.011,14.831,SDDI 1.0X1.2
5368,2182293.464,5981250.967,14.125,SDDI 1.0X1.2
5369,2182309.677,5981244.532,14.502,SDDI 2.0X2.2
5370,2182315.459,5981246.227,14.588,AC
5371,2182310.763,5981238.736,14.382,AC
5372,2182304.481,5981243.251,14.573,AC
5373,2182308.499,5981248.124,14.576,AC
5374,2182310.968,5981255.664,14.218,LIP
5375,2182310.614,5981257.097,14.552,TC
5376,2182310.377,5981257.709,14.245,GR
5377,2182318.041,5981260.028,14.437,GR
5378,2182325.756,5981262.89,14.909,GR
5379,2182322.009,5981260.616,14.553,TC
5380,2182322.527,5981259.176,14.221,LIP
5381,2182319.163,5981260.146,14.548,CONC
5382,2182324.67,5981261.751,14.558,CONC
5383,2182324.852,5981261.855,15.176,"TFW 8"" CONC END"
5384,2182319.032,5981260.004,15.129,"TFW 8"" CONC END"
5385,2182317.795,5981264.13,15.564,"TFW 8"" CONC"
5386,2182315.014,5981273.037,20.04,"TFW 8"" CONC END"
5387,2182320.831,5981274.803,20.093,"TFW 8"" CONC END"
5388,2182323.522,5981265.958,15.574,"TFW 8"" CONC"
5389,2182323.07,5981267.103,15.108,STEPS BOT
5390,2182317.472,5981265.451,15.077,STEPS BOT
5391,2182315.34,5981272.233,19.107,STEPS TOP
5392,2182320.991,5981273.954,19.178,STEPS TOP
5393,2182320.693,5981274.851,19.178,ECONC
5394,2182314.343,5981272.996,19.183,ECONC
5395,2182315.264,5981273.482,19.164,CONC
5396,2182314.047,5981272.449,18.471,GR
5397,2182321.845,5981275.071,18.695,GR
5398,2182324.206,5981266.835,15.616,GR
5399,2182316.873,5981263.373,15.329,GR
5400,2182302.562,5981269.219,19.171,ECONC
5401,2182302.793,5981269.085,18.768,GR
5402,2182290.701,5981265.345,18.829,GR
5403,2182290.563,5981265.604,19.118,ECONC
5404,2182274.363,5981260.614,19.215,ECONC
5405,2182274.491,5981260.383,18.851,GR
5406,2182270.554,5981270.499,19.609,UTIL STUB
5407,2182271.014,5981273.43,19.767,ICB 1
5408,2182270.479,5981269.572,19.823,ECONC
5409,2182268.249,5981277.07,19.867,BLDG COR
5410,2182268.405,5981278.319,19.844,W BIBB
5411,2182287.661,5981274.99,19.356,ECONC
5412,2182287.314,5981275.495,19.377,GR
5413,2182302.323,5981280.37,19.644,GR
5414,2182302.406,5981279.567,19.465,ECONC
5415,2182308.463,5981281.366,19.367,ECONC
5416,2182308.157,5981281.628,19.276,GR
5417,2182310.376,5981286.248,19.353,GR
5418,2182310.728,5981286.113,19.44,ECONC
5419,2182314.718,5981279.518,19.287,CONC
5420,2182319.327,5981278.728,19.09,ECONC
5421,2182319.993,5981278.496,19.067,GR
5422,2182317.906,5981284.859,18.934,GR
5423,2182317.589,5981284.39,19.113,ECONC
5424,2182304.511,5981291.456,19.536,BLDG COR
5425,2182295.14,5981284.703,19.731,"12"" TREE"
5426,2182291.033,5981286.683,19.293,GR
5427,2182292.622,5981282.403,19.549,GR
5428,2182277.809,5981277.164,19.712,GR
5429,2182276.53,5981282.468,19.666,GR
5430,2182274.888,5981278.952,19.887,"8"" TREE"
5431,2182274.977,5981279.203,22.242,"TFW 6"" CONC"
5432,2182278.366,5981278.574,22.189,"TFW 6"" CONC"
5433,2182291.701,5981282.67,22.125,"TFW 6"" CONC"
5434,2182290.43,5981286.834,22.188,"TFW 6"" CONC"
5435,2182311.734,5981264.73,16.357,"3"" TREE"
5436,2182298.692,5981260.516,16.349,"3"" TREE"
5437,2182286.934,5981256.146,16.063,"3"" TREE"
5438,2182276.085,5981252.105,16.101,GR
5439,2182333.319,5981273.301,16.022,"3"" TREE"
5440,2182327.685,5981277.454,18.115,"48"" STUMP"
5441,2182334.929,5981262.28,14.21,SDDI 1.3X1.3
5442,2182334.434,5981263.174,14.124,LIP
5443,2182333.254,5981262.64,14.165,LIP
5444,2182334.332,5981260.083,14.408,AC
5445,2182337.112,5981261.581,14.455,AC
5446,2182336.011,5981251.45,14.615,AC
5447,2182331.713,5981263.68,14.559,TC CR
5448,2182338.928,5981269.569,14.76,TC
5449,2182340.185,5981268.703,14.412,LIP
5450,2182338.249,5981269.876,14.891,GR
5451,2182337.444,5981284.099,15.635,GR
5452,2182339.443,5981279.959,15.431,TC CR
5453,2182340.831,5981280.239,15.117,LIP
5454,2182337.896,5981290.792,15.718,LIP
5455,2182336.409,5981290.236,16.043,TC
5456,2182336.112,5981289.996,15.99,ECONC
5457,2182335.908,5981289.93,15.968,X END
5458,2182337.816,5981284.482,15.682,ECONC
5459,2182340.444,5981283.26,15.24,BENCH CL 2.5
5460,2182342.055,5981276.702,14.839,BENCH CL 2.5
5461,2182342.158,5981275.754,14.769,BENCH CL 2.5
5462,2182340.833,5981269.094,14.492,BENCH CL 2.5
5463,2182340.205,5981268.025,14.436,BENCH CL 2.5
5464,2182335.486,5981263.127,14.17,BENCH CL 2.5
5465,2182333.46,5981262.122,14.195,BENCH CL 2.5
5466,2182326.904,5981260.095,14.259,BENCH CL 2.5
5467,2182385.197,5981278.166,13.011,BENCH CL 2.5
5468,2182378.682,5981276.219,13.529,BENCH CL 2.5
5469,2182377.553,5981276.108,13.569,BENCH CL 2.5
5470,2182370.827,5981276.452,13.865,BENCH CL 2.5
5471,2182369.457,5981277.048,13.943,BENCH CL 2.5
5472,2182364.214,5981281.129,14.423,BENCH CL 2.5
5473,2182363.571,5981282.384,14.495,BENCH CL 2.5
5474,2182360.966,5981288.514,14.861,BENCH CL 2.5
5475,2182347.781,5981293.521,15.974,AC
5476,2182358.949,5981295.713,15.225,LIP
5477,2182360.53,5981296.204,15.532,TC
5478,2182361.518,5981296.493,15.23,GR
5479,2182364.076,5981284.978,14.817,TC CR
5480,2182369.892,5981278.751,14.264,TC
5481,2182369.708,5981277.147,13.896,LIP
5482,2182378.665,5981276.516,13.465,LIP
5483,2182378.076,5981277.991,13.869,TC CR
5484,2182370.597,5981279.136,14.056,GR
5485,2182362.614,5981284.756,14.648,LIP
5486,2182352.407,5981280.071,15.211,AC
5487,2182355.622,5981268.016,14.861,AC
5488,2182357.995,5981258.624,14.447,AC
5489,2182378.211,5981265.118,13.879,AC
5490,2182398.129,5981271.275,12.844,AC
5491,2182420.312,5981278.439,11.326,AC
